Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;Kind;Tax_family;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash;Land;Location_spec;ISO3;State;Date;REF;VIRAL
SRR5026689;31/01/2018 00:52;16/11/2016 11:48;23281365;6408555505;23281365;275;2983;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/004908/SRR5026689;SRX2352857;T7_FTR_C;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP093431;PRJNA352846;;352846;SRS1802616;SAMN06005737;simple;143995;Hymenoptera;Megachilidae;Megachile rotundata;T7_FTR;;;;;;;no;;;;;NORTH DAKOTA STATE UNIVERSITY;SRA495264;;public;C5BF3FDBEE636E1BC8C7F3DFECD0D222;4E2A63641873949BC124A551B2C98B1C;Canada;NA;CAN;NA;2014;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5026690;31/01/2018 00:52;16/11/2016 11:46;18404507;4852169482;18404507;263;2249;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/004908/SRR5026690;SRX2352858;T7_STR_C;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP093431;PRJNA352846;;352846;SRS1802617;SAMN06005735;simple;143995;Hymenoptera;Megachilidae;Megachile rotundata;T7_STR;;;;;;;no;;;;;NORTH DAKOTA STATE UNIVERSITY;SRA495264;;public;5E43A320F177B48E565F1217EDE7D198;32C3BC0BC822523CB530EB099479CF18;Canada;NA;CAN;NA;2014;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5026691;31/01/2018 00:52;16/11/2016 11:57;32964691;8992405099;32964691;272;4178;;https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/004908/SRR5026691;SRX2352859;T7_FTR_A;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP093431;PRJNA352846;;352846;SRS1802616;SAMN06005737;simple;143995;Hymenoptera;Megachilidae;Megachile rotundata;T7_FTR;;;;;;;no;;;;;NORTH DAKOTA STATE UNIVERSITY;SRA495264;;public;223626407B3757DA9531D44183D5A782;24AFAB56EEA84673531974AA0FC809BF;Canada;NA;CAN;NA;2014;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5026692;31/01/2018 00:52;16/11/2016 11:48;21330796;5861412984;21330796;274;2710;;https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/004908/SRR5026692;SRX2352860;T7_STR_A;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;NextSeq 500;SRP093431;PRJNA352846;;352846;SRS1802617;SAMN06005735;simple;143995;Hymenoptera;Megachilidae;Megachile rotundata;T7_STR;;;;;;;no;;;;;NORTH DAKOTA STATE UNIVERSITY;SRA495264;;public;9A4C00061611E5B8356A9440D20D9A39;02AF375A951C52FA42C241D57B014F69;Canada;NA;CAN;NA;2014;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR1805073;15/02/2016 00:00;22/02/2015 20:54;62396989;12479397800;62396989;200;8238;;https://sra-download.ncbi.nlm.nih.gov/traces/sra15/SRR/001762/SRR1805073;SRX878188;l2;RNA-Seq;DNase;TRANSCRIPTOMIC;PAIRED;100;0;ILLUMINA;Illumina HiSeq 2000;SRP055050;PRJNA274192;2;274192;SRS846098;SAMN03349349;simple;84505;Hymenoptera;Torymidae;Megastigmus spermotrophus;l2;;;;;NA;;no;;;;;UNIVERSITY OF VICTORIA;SRA242639;;public;EA847ECE3A0D9186C83ACC75EFE8CF61;E9B37D2BF84DABFDC68EF298E6391B66;Canada;Saanichton;CAN;British Columbia;2012;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR1805097;15/02/2016 00:00;22/02/2015 21:38;64991169;12998233800;64991169;200;8485;;https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/001762/SRR1805097;SRX878192;male;RNA-Seq;DNase;TRANSCRIPTOMIC;PAIRED;100;0;ILLUMINA;Illumina HiSeq 2000;SRP055050;PRJNA274192;2;274192;SRS846102;SAMN03349351;simple;84505;Hymenoptera;Torymidae;Megastigmus spermotrophus;male;;;;;male;;no;;;;;UNIVERSITY OF VICTORIA;SRA242639;;public;5FF59C7A9F4FAF904FB480E149F64BA7;F458C444FBCBC6692D05943B8FDE02E5;Canada;Saanichton;CAN;British Columbia;2012;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR1805105;15/02/2016 00:00;22/02/2015 21:40;63560118;12712023600;63560118;200;8373;;https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/001762/SRR1805105;SRX878190;n;RNA-Seq;DNase;TRANSCRIPTOMIC;PAIRED;100;0;ILLUMINA;Illumina HiSeq 2000;SRP055050;PRJNA274192;2;274192;SRS846100;SAMN03349350;simple;84505;Hymenoptera;Torymidae;Megastigmus spermotrophus;n;;;;;female;;no;;;;;UNIVERSITY OF VICTORIA;SRA242639;;public;786BE83421E6BB4A88FB081991991AA1;181B08519884DEFF670BAEF77C415B42;Canada;Saanichton;CAN;British Columbia;2012;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR1805115;15/02/2016 00:00;22/02/2015 21:58;46037319;9207463800;46037319;200;6081;;https://sra-download.ncbi.nlm.nih.gov/traces/sra22/SRR/001762/SRR1805115;SRX878194;w1;RNA-Seq;DNase;TRANSCRIPTOMIC;PAIRED;100;0;ILLUMINA;Illumina HiSeq 2000;SRP055050;PRJNA274192;2;274192;SRS846105;SAMN03349352;simple;84505;Hymenoptera;Torymidae;Megastigmus spermotrophus;w1;;;;;female;;no;;;;;UNIVERSITY OF VICTORIA;SRA242639;;public;A66FB30BE932DD38799D8CDABEB8813C;AA6F7B06FA92E50A9F92524E193BCF7B;Canada;Saanichton;CAN;British Columbia;2012;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5381909;31/12/2017 00:02;28/03/2017 10:47;41945397;8472970194;41945397;202;5327;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381909;SRX2677019;Aphidius ervi reared on SA, head;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075445;SAMN06639963;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on SA, head;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;F332599DDC75EB5874A5642547297801;830C89A6AC4180D6155704A96C73A612;Chile;NA;CHL;NA;2013;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5381910;31/12/2017 00:02;28/03/2017 10:44;32793492;6624285384;32793492;202;3055;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381910;SRX2677020;Aphidius ervi reared on APP, head;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075446;SAMN06639961;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on APP, head;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;DBAE3A457327C36B7C9FE9F9BCE60CCF;D4742EFD71FDA383B977138A20FEE1F5;Chile;NA;CHL;NA;2013;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5381911;31/12/2017 00:02;28/03/2017 10:44;33021103;6670262806;33021103;202;3937;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381911;SRX2677021;Aphidius ervi reared on APA, head;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075447;SAMN06639962;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on APA, head;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;AA3DA968AC02583AE195D02C8DD3465A;9EAA3014F1ED5900CD2462C136456F4A;Chile;NA;CHL;NA;2013;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5381912;31/12/2017 00:02;28/03/2017 10:49;50098609;10119919018;50098609;202;6482;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381912;SRX2677022;Aphidius ervi reared on SA, body;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075448;SAMN06639960;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on SA, body;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;FDB8727D38811852416D1F5F8C14082E;62A30E81F169AB32FCD97A70FFDA5C05;Chile;NA;CHL;NA;2013;https://www.ncbi.nlm.nih.gov/pubmed/22983211;No
SRR5381913;31/12/2017 00:02;28/03/2017 10:43;28616397;5780512194;28616397;202;3516;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381913;SRX2677023;Aphidius ervi reared on APP, body;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075449;SAMN06639958;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on APP,  body;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;D550588757265BC9015F6A1A2880FC6A;E3ABBA1CD2ED07D9510837E3D2E0FD82;Chile;NA;CHL;NA;2013;NA;YES
SRR5381914;31/12/2017 00:02;28/03/2017 10:49;29143891;5887065982;29143891;202;3557;;https://sra-download.ncbi.nlm.nih.gov/traces/sra47/SRR/005255/SRR5381914;SRX2677024;Aphidius ervi reared on APA, body;RNA-Seq;RANDOM;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP102598;PRJNA377544;;377544;SRS2075450;SAMN06639959;simple;37627;Hymenoptera;Braconidae;Aphidius ervi;Aphidius ervi reared on APA, body;;;;;female;;no;;;;;UNIVERSIDAD DE TALCA;SRA549799;;public;DE36CEFA7220C5CF26C354B9CA6BBBD4;21F7363934E358A89ABF9EE24DDE76C3;Chile;NA;CHL;NA;2013;NA;YES
SRR4034898;19/08/2016 00:00;19/08/2016 10:06;65296142;19352044698;65296142;296;6957;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003940/SRR4034898;SRX2026192;;RNA-Seq;cDNA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 4000;SRP082196;PRJNA338917;;338917;SRS1620615;SAMN05573693;simple;1890437;Hymenoptera;Eupelmidae;Anastatus japonicus;Anastatus japonicus;;;;;;;no;;;;;NORTHEAST NORMAL UNIVERSITY;SRA452898;;public;F14DF992CC4C5BB72F6419D9A3BE793A;D3C9BE85E1C0CB15DBE7057C52FE155D;China;Guandong;CHN;NA;2014;NA;YES
SRR3717246;27/06/2017 00:00;04/07/2016 00:01;61873527;14426845350;61873527;233;5914;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003630/SRR3717246;SRX1876142;pre-diapause;RNA-Seq;size fractionation;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP077084;PRJNA326701;;326701;SRS1524946;SAMN05291173;simple;684658;Hymenoptera;Braconidae;Aphidius gifuensis;Pre-diapause;;;;;;;no;;;;;INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF ;SRA435450;;public;7AD89C768E2435A5523C96391C11AC37;5C13AAFF0987E4DE5F15B0D4352C61BD;China;Beijing;CHN;NA;2015;NA;YES
SRR3717412;27/06/2017 00:00;03/07/2016 20:56;53569626;13218491850;53569626;246;4822;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003630/SRR3717412;SRX1876457;diapause;RNA-Seq;size fractionation;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP077084;PRJNA326701;;326701;SRS1524959;SAMN05291174;simple;684658;Hymenoptera;Braconidae;Aphidius gifuensis;Diapausing;;;;;;;no;;;;;INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF ;SRA435450;;public;43F7751CDA984A805B8E6A8905CB3C66;41ED1B0AA3BCFAD69717E9AE92DCB3BD;China;Beijing;CHN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662768/;No
SRR3717487;27/06/2017 00:00;03/07/2016 23:56;63428621;15857155250;63428621;250;5788;;https://sra-download.ncbi.nlm.nih.gov/traces/sra41/SRR/003630/SRR3717487;SRX1876544;post-diapause;RNA-Seq;size fractionation;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP077084;PRJNA326701;;326701;SRS1524963;SAMN05291175;simple;684658;Hymenoptera;Braconidae;Aphidius gifuensis;Post-diapause;;;;;;;no;;;;;INSTITUTE OF PLANT PROTECTION, CHINESE ACADEMY OF ;SRA435450;;public;97C54F511C2847E85DCA0E353099FCAE;436E9996FA72E76BEE722537F91376B1;China;Beijing;CHN;NA;2015;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662768/;No
SRR6505206;07/03/2018 15:10;24/01/2018 01:10;28519738;8555921400;28519738;300;3471;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/006352/SRR6505206;SRX3593812;WHCHIxwrTAAARAAPEI-72;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866561;SAMN08384702;simple;7461;Apis;Apidae;Apis cerana;AC4_D1;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651758;;public;C3DDA4190690D43A3D5DB0EDA09F5B00;3AD3C2ED854EB43395E774F1F423D436;China;nanchang;CHN;NA;2016;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662768/;No
SRR6505209;07/03/2018 15:10;24/01/2018 01:15;28837924;8651377200;28837924;300;3499;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006352/SRR6505209;SRX3593815;WHCHIxwrTAABRAAPEI-75;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866563;SAMN08384752;simple;7461;Apis;Apidae;Apis cerana;AC4_D2;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651761;;public;40090BB92456F3F7691CF18AB2E2ADBB;25388138D2E832F8DDBF13F75ADFBAC2;China;nanchang;CHN;NA;2016;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662768/;No
SRR6505211;07/03/2018 15:10;24/01/2018 01:22;28603371;8581011300;28603371;300;3440;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/006352/SRR6505211;SRX3593817;WHCHIxwrTAACRAAPEI-76;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866562;SAMN08384753;simple;7461;Apis;Apidae;Apis cerana;AC4_D3;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651764;;public;F92715BB23240FFCDF693DEF7FAE2621;8AD725A164865CB043190AF532A2C7ED;China;nanchang;CHN;NA;2016;NA;No
SRR6505782;07/03/2018 15:09;24/01/2018 06:13;28958571;8687571300;28958571;300;3544;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/006353/SRR6505782;SRX3594388;WHCHIkulEAAARAAPEI-67;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866356;SAMN08384755;simple;7461;Apis;Apidae;Apis cerana;AC5_D2;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651817;;public;E965D5813DC1B31726B7A493C4C5AF68;5E724F4FBE79D26D750BD0F59C64D862;China;nanchang;CHN;NA;2016;NA;No
SRR6505783;07/03/2018 15:10;24/01/2018 06:20;28756229;8626868700;28756229;300;3487;;https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/006353/SRR6505783;SRX3594389;WHCHIkulEAABRAAPEI-68;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866359;SAMN08384756;simple;7461;Apis;Apidae;Apis cerana;AC5_D3;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651818;;public;B8A4474AE799CBE1744CFC869069310C;4D963919B81BF038C032ABC6ECE7DEC4;China;nanchang;CHN;NA;2016;NA;No
SRR6505784;07/03/2018 15:10;24/01/2018 06:21;28443155;8532946500;28443155;300;3471;;https://sra-download.ncbi.nlm.nih.gov/traces/sra29/SRR/006353/SRR6505784;SRX3594390;WHCHIkulEAADRAAPEI-70;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866365;SAMN08384758;simple;7461;Apis;Apidae;Apis cerana;AC6_D2;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651820;;public;3FC89D06248C7115A85FFA756AF569D7;D14C191EB64EB08A0D1C5E84E19BBA38;China;nanchang;CHN;NA;2016;NA;No
SRR6505785;07/03/2018 15:10;24/01/2018 06:23;28443245;8532973500;28443245;300;3478;;https://sra-download.ncbi.nlm.nih.gov/traces/sra21/SRR/006353/SRR6505785;SRX3594391;WHCHIkulEAACRAAPEI-69;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2866364;SAMN08384757;simple;7461;Apis;Apidae;Apis cerana;AC6_D1;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651819;;public;E1F3ECCDBB287925234D9E7090244BB4;B24B6D89D89185F06DF4B668906C8038;China;nanchang;CHN;NA;2016;NA;No
SRR6506058;07/03/2018 15:09;24/01/2018 09:34;28805799;8641739700;28805799;300;3533;;https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/006353/SRR6506058;SRX3594642;WHCHIxwrTAADRAAPEI-77;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2867076;SAMN08384754;simple;7461;Apis;Apidae;Apis cerana;AC5_D1;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651880;;public;2FBBB206FE82C7BCA5130816AB5E5264;0F5946269A6D778AE8937B7A931CCCD6;China;nanchang;CHN;NA;2016;NA;No
SRR6506157;07/03/2018 15:10;24/01/2018 10:24;28325257;8497577100;28325257;300;3445;;https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/006353/SRR6506157;SRX3594741;WHCHIkulEAAERAAPEI-71;RNA-Seq;RANDOM PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;HiSeq X Ten;SRP131292;PRJNA431178;;431178;SRS2867162;SAMN08384759;simple;7461;Apis;Apidae;Apis cerana;AC6_D3;;;;;;;no;;;;;JIANGXI AGRICULTURAL UNIVERSITY;SRA651916;;public;93B716ED0F4C8B56E000F529A0E9DF1D;6659E28B7BCC17A9F4D912148FDD0A6A;China;nanchang;CHN;NA;2016;NA;No
SRR1914351;11/03/2016 21:19;30/03/2015 21:00;25279833;4550369940;25279833;180;3099;;https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/001869/SRR1914351;SRX955730;;RNA-Seq;size fractionation;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2000;SRP056129;PRJNA277991;;277991;SRS873534;SAMN03401146;simple;94128;Apis;Apidae;Apis cerana cerana;Diploid drone;;;;;male;;no;;;;whole body without alimentary canal;JIANGXI AGRICULTURAL UNIVERSITY;SRA246375;;public;FF465B41FFC1DE75DC17EEA04759BF1E;8306803BBEFFFED64870B0757E8FF040;China;Jiangxi;CHN;NA;2014;NA;No
SRR4084087;18/04/2017 00:00;28/08/2016 22:19;14849470;3712367500;14849470;250;1293;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003988/SRR4084087;SRX2059914;AcT2-1;RNA-Seq;PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP083113;PRJNA339910;;339910;SRS1651601;SAMN05615020;simple;94128;Apis;Apidae;Apis cerana cerana;AcT2-1;;;;;;;no;;;;;FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY;SRA456721;;public;360A32051D468F34B86CB37AB08C8C62;43CEC84ADF525798D0A6A2734340A5AF;China;Fuzhou;CHN;NA;2015;NA;No
SRR4084090;18/04/2017 00:00;28/08/2016 22:24;15822199;3955549750;15822199;250;1395;;https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/003988/SRR4084090;SRX2059917;AcT3-1;RNA-Seq;PCR;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP083113;PRJNA339910;;339910;SRS1651603;SAMN05615023;simple;94128;Apis;Apidae;Apis cerana cerana;AcT3-1;;;;;;;no;;;;;FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY;SRA456721;;public;3E858EF69D3CAE1DDB3BA6A5D32C47F4;8DF8FD4B0CBC79D4430A20028180C907;China;Fuzhou;CHN;NA;2015;NA;No
SRR3095478;12/01/2017 00:00;09/01/2016 19:06;20102759;5060513920;20102759;251;2341;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003022/SRR3095478;SRX1525843;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332506;;public;F0BF5C72227A27561279349EA11D95E6;6E2B3641981155A11D8450FA18FC6FD4;China;Nanchang;CHN;NA;NA;NA;No
SRR3095479;12/01/2017 00:00;09/01/2016 21:02;20329358;5118537632;20329358;251;2360;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003022/SRR3095479;SRX1525843;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332506;;public;9DB6A1F55105729A1FA9B66FF91FCAC7;6332A5EC6AE20E9F40C85B2336685982;China;Nanchang;CHN;NA;NA;NA;No
SRR3095480;12/01/2017 00:00;09/01/2016 21:04;20160489;5074589701;20160489;251;2294;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003022/SRR3095480;SRX1525843;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332506;;public;9E318F47BE8F9FD73FB3DD8E14324BFF;277318DB8567B7DCA663AAC0F9165A1D;China;Nanchang;CHN;NA;NA;NA;No
SRR3095836;12/01/2016 10:36;10/01/2016 20:47;30626344;7716179877;30626344;251;3706;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003023/SRR3095836;SRX1526227;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332661;;public;6891F4F048D5B6B3AA2D2F0352170F11;CE00D7CB6296C1BF476D5FECAC69F2C2;China;Nanchang;CHN;NA;NA;NA;No
SRR3095837;12/01/2016 10:36;10/01/2016 21:30;28271116;7122107371;28271116;251;3466;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003023/SRR3095837;SRX1526227;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332661;;public;BCAE06F88057807A4AB49D330B2A6EA2;CCBE7044AED11D02A60201676D97249D;China;Nanchang;CHN;NA;NA;NA;No
SRR3095838;12/01/2016 10:36;11/01/2016 01:46;35964039;9061314320;35964039;251;4327;;https://sra-download.ncbi.nlm.nih.gov/traces/sra37/SRR/003023/SRR3095838;SRX1526227;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332661;;public;23FA3D594ED9CDC9067B9E2EAF490ACA;DEC2C36ACF127264F070C25D1EEF7349;China;Nanchang;CHN;NA;NA;NA;No
SRR3095839;12/01/2016 10:36;10/01/2016 20:48;18968124;4773395178;18968124;251;2157;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003023/SRR3095839;SRX1526227;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332661;;public;B189C1F0B63054D6C94733A3F268429B;3F698369040300506C0909F5C83AD133;China;Nanchang;CHN;NA;NA;NA;No
SRR3095842;12/01/2016 10:36;10/01/2016 20:51;19315112;4862876896;19315112;251;2174;;https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/003023/SRR3095842;SRX1526227;;RNA-Seq;PolyA;TRANSCRIPTOMIC;PAIRED;0;0;ILLUMINA;Illumina HiSeq 2500;SRP068248;PRJNA308280;;308280;SRS1243759;SAMN04390236;simple;7460;Apis;Apidae;Apis mellifera;QWL2;;;;;;;no;;;;;HONEYBEE RESEARCH INSTITUTE;SRA332661;;public;18697419E7AC711D1F12D09C08512355;15C25A3ED987FC0D7F99A116B10255B8;China;Nanchang;CHN;NA;NA;NA;No
